Date,Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol_Type,Flow_Duration,Packet_Size,Flow_Bytes_per_s,Flow_Packets_per_s,Total_Forward_Packets,Total_Backward_Packets,Packet_Length_Mean_Forward,Packet_Length_Mean_Backward,IAT_Forward,IAT_Backward,Active_Duration,Idle_Duration,IDS_Alert_Count,Anomaly_Score,Attack_Vector,Attack_Severity,Botnet_Family,Malware_Type,CPU_Utilization,Memory_Utilization,System_Patch_Status,Label,Normalized_Packet_Flow,Anomaly_Severity_Index
2018-11-05 09:00:00,192.168.1.1,8.8.8.8,21128,22,UDP,135,457,8.20195496281916,1.9765632591928817,26,17,44.82922275244838,55.44974145231332,0.9990148726271015,5.017687075499765,29.466548459427102,91.51968241167634,0,34.84232295592415,None,Low,None,None,31.233191493905487,18.12582667801167,Up-to-date,Normal,0.31851851851851853,23.959953506175374
2018-11-05 10:00:00,192.168.1.1,1.1.1.1,27215,443,UDP,23,285,2.575186893021622,4.242447113230532,26,13,32.76854293648054,42.41337608705583,17.599603718800935,14.825250737924254,39.8559882685169,116.62848528349343,1,59.79960581790426,None,Medium,None,None,44.95170615595565,16.376661647244077,Up-to-date,Normal,1.6956521739130435,55.73614098608975
2018-11-05 11:00:00,192.168.1.1,8.8.8.8,45872,8080,TCP,92,653,3.31398946041131,2.9547670550537113,16,14,65.20560603235982,42.854323923837654,16.64059772724322,2.8364080461549044,18.057789687833008,78.91061495162191,2,42.356853527318705,None,Low,None,None,39.81862285145564,39.58234949994432,Up-to-date,Attack,0.32608695652173914,53.495595252814304
2018-11-05 12:00:00,192.168.1.1,8.8.8.8,42000,80,TCP,228,385,11.404123257071088,1.517981966926064,25,20,42.322943340887264,29.135094162058127,12.617378659361647,7.257736771828794,31.443699851961018,99.3153950420308,0,33.45068822871105,None,Medium,None,None,13.138353672493922,26.8777502280343,Up-to-date,Normal,0.19736842105263158,29.0558185033397
2018-11-05 13:00:00,192.168.1.1,4.4.4.4,8296,80,TCP,114,448,14.718300733261781,4.4992818607121405,18,13,45.596841812818425,38.682477545337015,6.345864099990155,9.310108453756657,38.371764258876695,87.63324247824819,3,14.813159056176001,None,Medium,None,Spyware,39.45149380287135,11.757929986983335,Up-to-date,Normal,0.2719298245614035,21.403023786495304
2018-11-05 14:00:00,192.168.1.1,1.1.1.1,16884,80,TCP,213,533,14.546826450534436,2.4212727795203572,19,15,70.33174891573907,30.06518817046213,0.04127842312383708,6.812022087356338,31.112860478475884,133.1304164770331,1,53.59537611283728,None,Low,Mirai,None,32.89513111677741,24.81192086791889,Up-to-date,Normal,0.1596244131455399,60.89421929207347
2018-11-05 15:00:00,172.16.0.1,1.1.1.1,56100,443,UDP,49,560,8.756978685707615,3.1644986238610118,29,14,47.27927463988873,36.052875843530394,2.553170569552523,3.352477898876452,33.571033588277345,119.72294664172165,1,38.5633724607555,None,Low,Emotet,None,32.25646874543222,54.16354213457898,Outdated,Normal,0.8775510204081632,44.23209910982692
2018-11-05 16:00:00,192.168.1.1,8.8.8.8,52160,80,TCP,43,615,8.373044285437448,2.502555072410405,15,18,64.28899907988415,31.46225059523003,11.293771075160109,2.687461337213952,24.2694284715724,98.08745989695433,1,7.763785190137799,Brute Force,Low,Mirai,None,34.644870647126595,13.20691489533993,Outdated,Normal,0.7674418604651163,8.59108272715299
2018-11-05 17:00:00,192.168.1.1,8.8.8.8,32001,80,UDP,29,717,7.662381868345609,1.8903912691857214,27,21,51.04648239174545,27.98163708144996,18.689167063372114,3.086393524849782,29.92330527430118,95.2693170460107,0,20.31726361918561,None,Low,None,Spyware,17.741885608059633,17.61294599447049,Outdated,Attack,1.6551724137931034,16.71259794918178
2018-11-05 18:00:00,192.168.1.1,8.8.8.8,59794,443,TCP,111,399,6.074409492416812,4.062067776568274,24,16,36.6576705283706,55.46146976945321,20.97626726787309,18.952370343313014,26.718015857898017,85.93855547860923,0,30.842511992685957,DDoS,Medium,None,None,53.404325703004716,11.047866123612769,Up-to-date,Normal,0.36036036036036034,14.371276433123658
2018-11-05 19:00:00,192.168.1.1,8.8.8.8,62237,443,TCP,138,679,5.888991943508921,3.1132505004579007,18,9,47.112064004529074,51.17607322010707,14.218411912254167,19.536486104266466,31.820301731840694,87.60559096734548,2,13.296730573193036,DDoS,Low,None,None,16.814216547053135,7.959058360738509,Up-to-date,Normal,0.1956521739130435,23.212728491497725
2018-11-05 20:00:00,192.168.1.1,8.8.8.8,41965,22,TCP,205,763,12.673025874998796,3.247580996822961,13,6,50.6235489031644,40.44630777986551,15.636641100102109,1.213423356557881,35.385438161990805,121.4468505539179,2,24.61657949219414,None,Low,None,None,43.952799471834965,28.78843201605157,Up-to-date,Normal,0.09268292682926829,28.954351589877447
2018-11-05 21:00:00,10.0.0.1,4.4.4.4,62663,22,TCP,61,678,5.100989957007304,2.037542612641186,28,12,45.11323285901561,39.060072163175306,6.988692025014018,6.008156714219773,33.382376671888835,107.14701332018353,2,24.903995695339535,None,Medium,None,None,35.607626331553,44.4139870514887,Up-to-date,Normal,0.6557377049180327,33.653921610581044
2018-11-05 22:00:00,192.168.1.1,8.8.8.8,39555,80,TCP,23,783,4.278531366548891,2.6314998282381774,16,14,49.04564001682589,38.48048332038446,12.63528097128532,7.474155722358156,39.18786612553942,116.73040749884518,1,21.551568453920492,None,Low,None,None,22.517261833123865,42.941290411794256,Up-to-date,Normal,1.3043478260869565,28.27343361841053
2018-11-05 23:00:00,192.168.1.1,4.4.4.4,7568,443,TCP,15,710,4.44888887801689,1.4610218926245695,18,15,43.84147469058967,40.957122086495374,5.722786543270414,10.400012862983571,30.92824556114855,98.76494423061352,3,52.0032046384317,None,Medium,None,None,35.95162379482807,51.18322862836398,Outdated,Attack,2.2,79.48080298241578
2018-11-06 00:00:00,192.168.1.1,8.8.8.8,3079,80,UDP,343,704,4.2976279183217585,2.485866450283459,19,17,62.75442890788403,40.62371249099066,8.408644521252201,2.1492920853687374,16.977876203974986,137.78250589747054,1,23.0735843778339,None,Low,None,None,38.46878538649881,67.29934918759916,Up-to-date,Normal,0.10495626822157435,24.038383820911204
2018-11-06 01:00:00,192.168.1.1,8.8.8.8,2320,443,UDP,41,717,4.990928605019966,1.7514307514180039,25,16,73.8704421286559,48.950832133884404,9.489951349548791,5.650268626544601,35.50146944848861,117.43445227586332,1,33.53498041883781,None,Low,None,None,20.639965361407626,44.562059895674395,Up-to-date,Attack,1.0,45.06035589640846
2018-11-06 02:00:00,192.168.1.1,8.8.8.8,62353,443,TCP,162,685,3.5665170784018096,2.1982838965069993,20,16,62.78565726269191,33.66185285680892,3.1914307685314847,27.80370748809082,27.37765627624843,93.99163164584795,0,9.79865545631903,None,Low,None,None,5.25924125146738,19.699077858777528,Outdated,Normal,0.2222222222222222,9.28332052647114
2018-11-06 03:00:00,10.0.0.1,8.8.8.8,7583,22,TCP,122,472,11.207388937081742,2.4928913682210823,35,19,71.61764876574595,33.906775358819246,3.0589341730387174,5.968051746020908,24.289259761733998,119.7589362478813,1,10.931002608949866,None,Low,None,None,25.159798889717944,34.70035796545854,Up-to-date,Attack,0.4426229508196721,13.85127193311203
2018-11-06 04:00:00,192.168.1.1,8.8.8.8,6119,443,TCP,212,547,6.246222683979061,3.412959583742021,23,22,42.902530010066904,45.675351122185916,1.6182972023073263,4.100927693003207,23.737882502526855,99.303230035372,1,46.525201433919136,DDoS,Low,None,None,4.890673053846868,20.766320121882792,Up-to-date,Normal,0.21226415094339623,74.92143417464953
2018-11-06 05:00:00,192.168.1.1,8.8.8.8,39165,80,TCP,1,542,8.90195332316474,2.293276837288549,22,14,48.694913129127436,42.03069198784125,12.754565783910138,7.038296921049941,22.961696245763875,98.77925333861458,0,12.965072493826066,None,Medium,None,None,9.651879661094986,7.52338328023936,Up-to-date,Normal,36.0,11.713699298748248
2018-11-06 06:00:00,192.168.1.1,8.8.8.8,28301,443,TCP,9,762,6.674124406819854,1.6081524936083769,9,18,57.279638686357124,46.432318337801775,5.6260516183119,15.471161609998113,31.734510915833713,93.37582371682875,3,46.59539653551425,None,Low,None,None,34.312348836894955,49.613356441178404,Up-to-date,Attack,3.0,73.03831741575333
2018-11-06 07:00:00,192.168.1.1,4.4.4.4,13036,443,TCP,35,551,20.587069483405582,3.0839933014168004,27,15,39.626320061229826,47.18923464070166,0.16704290918118103,7.898682306170801,29.038817438781223,56.86239375687394,2,36.91760256749591,None,Low,None,Ransomware,75.35906031178428,8.653807601624731,Up-to-date,Normal,1.2,19.090748990525704
2018-11-06 08:00:00,192.168.1.1,8.8.8.8,34263,443,TCP,76,684,6.516451990783098,3.372342786558247,16,19,52.000658589573625,29.300575958428166,11.760402838197471,13.33391235398781,21.837004376077616,103.43794280599893,0,15.050299278395304,None,Medium,None,None,57.53611001872074,14.514082299391436,Up-to-date,Normal,0.4605263157894737,6.390942527431048
2018-11-06 09:00:00,192.168.1.1,8.8.8.8,32985,80,ICMP,33,330,6.034518684764928,3.5201885505414205,17,17,42.793749002868005,36.40164131956103,8.494629672675986,1.5114770054819302,21.2350597562305,77.20333410777555,0,20.210543103455592,DDoS,Medium,None,None,27.752827268318608,17.920305802932525,Up-to-date,Normal,1.0303030303030303,14.601545985964481
2018-11-06 10:00:00,192.168.1.1,8.8.8.8,16624,80,TCP,60,659,3.562643474226467,2.7857068414530595,20,24,61.00336617022341,40.10389271773029,22.62621753875461,0.4324703943620806,24.28176226247,101.15521254298373,1,23.384679639897502,None,High,None,None,43.17545970700811,40.528886209281076,Up-to-date,Normal,0.7333333333333333,22.498940510601376
2018-11-06 11:00:00,192.168.1.1,8.8.8.8,40897,80,TCP,86,728,7.27101519631669,1.8237129236768295,15,9,65.3589501788706,38.33941822534026,23.6452366004622,4.646851774521974,33.27242589440312,139.0801825109172,0,42.05233854502012,None,High,None,None,56.066676528143475,24.09186414925899,Up-to-date,Normal,0.27906976744186046,18.47498992046389
2018-11-06 12:00:00,192.168.1.1,8.8.8.8,16317,80,TCP,129,657,7.911992963159587,3.0134619998281895,16,20,53.7256202279743,53.4324735146009,6.857863604504665,2.992447282108502,24.818890105967665,95.68415533747012,2,37.479588758330685,DDoS,Low,None,None,6.492463118595731,34.04312718548275,Up-to-date,Normal,0.27906976744186046,73.54847052573054
2018-11-06 13:00:00,192.168.1.1,8.8.8.8,16423,80,ICMP,8,562,11.181908248655173,3.022784929343488,28,11,55.41065287857673,38.84703994382072,0.22176212248333324,6.420619901317169,27.58452348275268,87.47225402349484,0,31.235478942019267,None,Low,Emotet,None,15.531695839240598,8.647166705622807,Up-to-date,Attack,4.875,26.384079358814787
2018-11-06 14:00:00,192.168.1.1,8.8.8.8,8618,80,ICMP,52,563,10.09732704578064,2.2239323011516383,27,9,64.75782753966547,20.573833005794793,0.4504638417505988,0.3077465400520007,29.802855151927226,82.39860447558831,3,42.80755271368961,None,High,None,None,24.798260456973217,21.155162321170987,Up-to-date,Attack,0.6923076923076923,76.81964605175517
2018-11-06 15:00:00,192.168.1.1,8.8.8.8,43837,80,TCP,25,698,5.039750017329435,1.8003597443890487,19,17,60.568786349054534,34.00737624985869,28.85148112138865,1.2109409886259854,28.124884564078783,65.35224537619064,3,19.530330609602473,None,Low,None,None,59.137080659831476,33.52013853723907,Up-to-date,Normal,1.44,19.044211696844002
2018-11-06 16:00:00,192.168.1.1,8.8.8.8,58499,443,TCP,82,353,12.36424083131322,4.415542548588944,19,15,47.78578339209324,45.25985759975843,6.707103113836462,4.902554992132866,28.083275602675577,89.66183020950136,0,29.235531660094278,None,High,None,None,24.700196614536242,31.629173655642695,Up-to-date,Normal,0.4146341463414634,22.014297858746
2018-11-06 17:00:00,192.168.1.1,8.8.8.8,62393,80,TCP,65,378,10.519182082938647,1.5601124113009144,18,9,57.07018518983107,47.57055330004911,5.275283930434242,10.773144897430981,35.58270557165476,67.2344423077216,0,46.955444623937964,None,Low,None,None,30.146425132699438,40.69114079203908,Up-to-date,Normal,0.4153846153846154,32.80005666465636
2018-11-06 18:00:00,192.168.1.1,8.8.8.8,29912,80,TCP,26,459,9.282975273818781,4.513088630630719,21,13,48.849863596106054,59.9258119401286,6.098249110616404,5.096854468927066,35.82119724924854,97.3488354608148,2,9.754847273379939,None,Low,None,None,37.15042835594783,28.520693227529403,Up-to-date,Normal,1.3076923076923077,12.86633953301665
2018-11-06 19:00:00,10.0.0.1,4.4.4.4,51938,80,ICMP,40,544,6.138852683455755,3.008183407243803,24,14,44.10632615148731,35.63293674819755,5.201248889174769,0.946868608040383,28.032065586140313,105.79668819876252,1,25.541629098625325,None,Low,None,None,34.482394574643656,52.55645502185522,Up-to-date,Normal,0.95,28.333571524385007
2018-11-06 20:00:00,192.168.1.1,8.8.8.8,1242,80,UDP,319,403,5.02773075122748,3.913498318330934,20,12,44.119856409076874,45.16983782792575,8.170233115907426,2.1622219796263282,35.13761331474406,64.52256915894318,2,9.813556715236697,None,Medium,None,None,50.25324407349897,14.037800783753982,Up-to-date,Normal,0.10031347962382445,10.24527012017895
2018-11-06 21:00:00,192.168.1.1,8.8.8.8,13383,80,TCP,333,749,5.524720316884906,3.6560800374278166,19,18,51.82387236740186,41.57489625561992,24.86622576014806,2.7700965824303254,29.00693927468195,109.76090636459871,0,21.04218841010165,DDoS,Medium,None,None,14.83766571318533,18.46210373382483,Up-to-date,Normal,0.1111111111111111,17.920018835072142
2018-11-06 22:00:00,192.168.1.1,8.8.8.8,62361,80,TCP,64,307,12.45074106428319,3.3249076581219494,24,17,54.38727613781511,49.200778571037134,17.65922524104383,11.83922658774491,18.68931404664194,89.66939737585628,4,42.23468362694648,None,Low,None,None,19.346771775900375,5.739590111239266,Outdated,Attack,0.640625,88.88694262759071
2018-11-06 23:00:00,192.168.1.1,1.1.1.1,54822,80,TCP,124,326,7.291367866708142,3.611087909489824,17,14,42.81198693755322,34.91232976242908,7.962068490767104,7.5495888566182465,31.85271318480933,128.48492112570443,1,8.29955559478222,None,Low,Emotet,None,5.270986944759908,31.843218251821227,Up-to-date,Attack,0.25,13.311670611605656
2018-11-07 00:00:00,192.168.1.1,8.8.8.8,62359,80,TCP,43,296,3.221733706596346,3.2041262553933274,18,16,53.51061276557153,45.936765149906705,14.433016531023583,1.9154817377073403,31.209593691182864,93.9533041696857,0,6.561222146485066,DDoS,Medium,None,None,16.110501070429486,21.12634327876743,Outdated,Normal,0.7906976744186046,5.504176382342333
2018-11-07 01:00:00,192.168.1.1,4.4.4.4,18584,443,TCP,39,106,5.576033510551062,2.7946870968908524,23,9,59.909889038033654,44.45319019243815,7.468201460693507,3.367838519810797,33.422718192874456,103.05001135791996,1,29.25459067093162,None,Low,None,None,17.68194346734299,18.82334669757985,Outdated,Normal,0.8205128205128205,40.77404952866502
2018-11-07 02:00:00,192.168.1.1,4.4.4.4,22547,80,TCP,49,665,5.369761766605995,2.5377980356149914,22,9,47.83698591621563,38.32756736964465,5.402828244268195,11.065587247098165,28.765748073898493,138.99836354451372,2,15.995211879067394,None,Medium,None,None,71.40652869111969,22.175089161153704,Up-to-date,Normal,0.6326530612244898,9.598184453252216
2018-11-07 03:00:00,192.168.1.1,8.8.8.8,16367,80,UDP,16,452,13.338042287879249,3.1102788842677045,20,23,57.09502191797731,50.149961164532186,7.044616176001362,4.90099394454911,32.473870109179806,127.29703618208332,2,49.69435165694406,None,Medium,None,None,8.71936954802162,19.844061034880646,Up-to-date,Normal,2.6875,95.19581831779918
2018-11-07 04:00:00,192.168.1.1,1.1.1.1,10793,8080,UDP,1,495,2.9490076295945786,2.409092627604157,21,15,60.86965571370598,37.977985900938094,2.341707233708081,3.0580796451202508,29.03341401495328,120.57896545647446,1,4.17993385234977,None,Low,None,Ransomware,2.8574804378206156,20.70789652487506,Up-to-date,Normal,36.0,6.875012376569378
2018-11-07 05:00:00,10.0.0.1,8.8.8.8,41924,80,UDP,89,258,7.563784832016767,3.148423655476103,20,16,53.2386587967987,45.611425898513104,1.299043281633444,22.71309330479654,28.87042309041454,82.49687345533691,1,10.758422572735592,None,Low,None,None,24.974377292725155,15.486560793191723,Up-to-date,Normal,0.4044943820224719,13.666361962758193
2018-11-07 06:00:00,192.168.1.1,8.8.8.8,60150,80,TCP,117,610,7.818825738141632,4.81614717107185,24,11,35.25256371244457,43.63236992632033,1.741522015686168,1.887380759139593,31.549265472679206,71.37824852115224,0,49.56805710855851,None,Low,None,None,7.682433157134703,41.49524858932489,Up-to-date,Attack,0.29914529914529914,45.76002425390315
2018-11-07 07:00:00,192.168.1.1,8.8.8.8,50309,80,TCP,9,673,9.204573009251394,3.7514317946946756,11,8,59.825600910604976,41.88231976394184,8.20194268211775,1.213056340595487,28.5657592810063,112.34273807518063,0,18.04897247871491,None,High,None,None,33.90534559331305,32.753149699400225,Outdated,Normal,2.111111111111111,11.929405983764656
2018-11-07 08:00:00,192.168.1.1,4.4.4.4,46946,443,TCP,3,225,23.865098706021453,2.8256452189560672,19,13,50.37100875682855,33.12995337603921,0.7676776092317327,1.0530412231181965,30.435263862369023,117.27897236799518,2,25.012797654068613,DDoS,Low,None,None,14.211321181036354,35.291227417136554,Up-to-date,Normal,10.666666666666666,45.03233443444763
2018-11-07 09:00:00,192.168.1.1,8.8.8.8,45532,8080,TCP,33,545,14.714230199920976,2.1371378273880715,15,14,44.445904096163616,46.2650335750854,4.947084694683456,0.9432835386982814,29.965680443973444,109.43867991884076,2,27.627126276219776,None,Low,None,None,36.78858530009079,49.295056832117176,Up-to-date,Normal,0.8787878787878788,36.64911016308954
2018-11-07 10:00:00,192.168.1.1,8.8.8.8,41959,443,TCP,354,501,4.7954565935672955,4.792397776859225,17,13,36.499558922751774,35.129224096332216,18.34602342102215,1.3631164419935757,37.90118719920419,91.95977805154997,1,10.189077872534531,None,Low,None,None,6.945819342443416,23.048362941710163,Outdated,Normal,0.0847457627118644,16.053342914229862
2018-11-07 11:00:00,192.168.1.1,8.8.8.8,24618,8080,TCP,111,309,7.524295755905139,2.944723763720401,20,14,46.48339188589552,41.42480562082564,0.8134982131778977,2.9561243067697043,30.01914103996264,78.38747607532987,1,52.494492370831594,DDoS,Low,None,None,36.19818523673225,33.57146992583759,Up-to-date,Normal,0.3063063063063063,56.70762829611526
2018-11-07 12:00:00,192.168.1.1,8.8.8.8,20561,443,TCP,70,494,15.626962204340504,1.8514656942118093,15,14,50.93350639568152,48.39624031114261,8.04684653629384,3.3048902187901454,23.602101292230685,121.90745933211204,1,36.17029364829661,None,Medium,None,None,20.20873908815516,57.72615495117548,Up-to-date,Normal,0.4142857142857143,48.865469346994225
2018-11-07 13:00:00,192.168.1.1,8.8.8.8,29466,80,ICMP,61,395,17.79484422806831,1.4034744210657788,23,16,57.60987507123808,34.361770679991,47.362065253198054,11.764151204078514,29.622939388825078,91.32649434735757,1,31.030576092780965,DDoS,Low,None,None,16.43014268431841,9.569000359280611,Up-to-date,Attack,0.639344262295082,43.907045140214336
2018-11-07 14:00:00,10.0.0.1,1.1.1.1,43184,443,ICMP,63,430,12.843037093786135,2.284302953733649,19,13,69.44053906147798,37.42892505243229,10.551823974927423,10.157521044083673,29.97034336541115,79.32756734843136,1,20.169780696138012,Brute Force,High,None,None,19.49182493593303,55.392687313713026,Up-to-date,Attack,0.5079365079365079,27.493869708811076
2018-11-07 15:00:00,172.16.0.1,8.8.8.8,43061,80,TCP,5,373,15.162642538872175,2.60885290675248,24,6,51.949266822124955,34.77929137983564,9.107428012488638,19.927652848305794,22.086545302334425,118.1292945111165,3,31.069377878376365,DDoS,Medium,None,None,24.79260838894818,13.694853123435713,Up-to-date,Normal,6.0,55.75927247926183
2018-11-07 16:00:00,192.168.1.1,4.4.4.4,61100,80,TCP,98,247,7.9869913880217664,2.524572437715377,23,19,33.19115206801848,24.56106853217142,29.318983397579863,5.715794730053339,32.73097126457552,91.85246571102252,0,18.921097220269083,None,Low,None,None,15.917972311154749,16.3617632015855,Up-to-date,Normal,0.42857142857142855,15.909242203779977
2018-11-07 17:00:00,192.168.1.1,4.4.4.4,48941,22,TCP,53,820,7.398835360798327,2.404148910943794,24,20,42.98613161382015,43.680889076520394,0.9919405111284043,6.990360644000234,22.829917769029613,66.8640818006046,2,7.629923458751224,None,Low,Mirai,None,46.85071142617896,25.05059518017539,Outdated,Normal,0.8301886792452831,8.51039756138198
2018-11-07 18:00:00,192.168.1.1,4.4.4.4,59465,80,TCP,55,567,5.290917470347401,2.8252485467687527,15,13,70.07588968459757,49.2106664537477,0.1893323349998338,0.7997880750052637,35.2644181668453,112.12963593068392,0,32.32958668124526,None,Low,None,None,10.977858790951057,67.75871119710978,Up-to-date,Attack,0.509090909090909,28.780490307680036
2018-11-07 19:00:00,192.168.1.1,4.4.4.4,17136,443,UDP,524,341,8.254520165379265,3.6581091141362037,15,16,55.10175838627175,45.82579474418243,5.309304367026221,4.763613091313849,28.262246025137202,134.51732907096067,0,48.57383975204461,SQL Injection,Medium,None,None,2.5478280962677897,41.55629034813539,Up-to-date,Normal,0.05916030534351145,47.336261815405926
2018-11-07 20:00:00,192.168.1.1,1.1.1.1,19760,22,TCP,61,555,5.813188866902625,3.9968289590197825,17,16,64.68525542484254,43.549335282170595,8.9001553845859,7.047981016623261,31.567424213172988,64.7199332892014,0,16.81170010091365,None,High,None,None,19.61822028074721,9.722211820320577,Up-to-date,Attack,0.5409836065573771,13.51354374217781
2018-11-07 21:00:00,192.168.1.1,8.8.8.8,35320,8080,TCP,67,420,9.740863263126512,2.607944395643072,13,13,65.9206492850454,23.657524992074784,6.816729545659688,23.8070083569946,25.636970648528333,85.8752512398533,0,41.430567435541086,None,Medium,None,None,7.784578711523056,36.7922277884675,Up-to-date,Normal,0.3880597014925373,38.20537230289075
2018-11-07 22:00:00,172.16.0.1,8.8.8.8,2218,80,TCP,74,531,9.068287027574172,3.203859625996344,21,17,55.43205964315653,45.167139932130816,24.205566863011455,10.273891352245734,19.069028866596973,109.51437444154675,1,66.62476172553168,None,Low,Emotet,None,33.963788706701045,10.362286000530293,Up-to-date,Normal,0.5135135135135135,74.49249647131099
2018-11-07 23:00:00,192.168.1.1,8.8.8.8,21136,80,TCP,55,612,11.206768561562706,2.951614368692327,20,10,49.662701060011244,36.85233893441173,5.134468864666597,2.470540633619381,24.15128084379815,76.66927427586288,1,32.814176242524375,None,Low,None,None,26.009281551869414,2.7298623304278475,Up-to-date,Normal,0.5454545454545454,41.10867343194666
2018-11-08 00:00:00,192.168.1.1,8.8.8.8,45416,443,TCP,18,270,9.271507614865024,3.2004182632019016,14,21,71.8183760396687,44.55255532204068,11.083712009270666,13.767752913080882,27.55676369291171,95.91676756162614,0,13.166801588510065,None,Medium,None,None,14.383906970134467,34.26726490078016,Up-to-date,Normal,1.9444444444444444,11.272901097076591
2018-11-08 01:00:00,192.168.1.1,8.8.8.8,25714,443,UDP,65,437,4.701508882208762,2.1669294972289737,14,15,44.96550590925071,28.10213288193676,6.514268337542722,3.768366155519701,38.31824773644776,106.10334801047722,1,28.003007427095554,None,Medium,Mirai,None,27.014554058733847,8.18420140219999,Up-to-date,Normal,0.4461538461538462,34.60474499596366
2018-11-08 02:00:00,10.0.0.1,4.4.4.4,21183,22,UDP,4,667,6.660900523771374,3.460624540692021,19,16,58.892097939331215,47.724165581486986,14.42541083715927,12.246413788072514,32.58396455996279,114.60722464219866,2,20.40808940643793,None,Medium,None,None,50.50522198909418,16.178804339657894,Up-to-date,Normal,8.75,21.197953763879884
2018-11-08 03:00:00,192.168.1.1,8.8.8.8,28449,80,TCP,69,425,15.189743587278759,2.9097153016676636,23,19,35.76684034993605,38.48418554408196,12.938473761727707,3.9419471314960712,35.443412389435004,86.09904402913882,3,56.97235837941722,None,Low,None,None,42.33736492456323,4.455806587235593,Up-to-date,Normal,0.6086956521739131,78.39397705315571
2018-11-08 04:00:00,192.168.1.1,8.8.8.8,53122,22,TCP,103,410,5.872664333808607,3.4840179684932657,31,8,52.223813834903396,31.835679497126343,8.754576356234391,13.74109410115341,27.584667976135414,121.41849289900752,1,35.89756432956253,None,Low,None,None,49.75252372750178,14.332399780855626,Up-to-date,Normal,0.3786407766990291,30.540345648329783
2018-11-08 05:00:00,192.168.1.1,4.4.4.4,39377,443,UDP,21,535,8.16844016942671,3.785318332287513,22,17,52.21814464287345,33.66153480031602,22.243549056450497,9.209723996643724,22.93842494082527,101.05758830756425,1,21.014569499419363,None,High,Emotet,None,31.642485037459977,17.742618483475816,Up-to-date,Normal,1.8571428571428572,24.32212272462648
2018-11-08 06:00:00,10.0.0.1,4.4.4.4,50895,443,TCP,24,446,5.929153598891075,2.2233449085961365,31,16,53.13871452904154,42.75452162357295,3.6543433791200886,13.797872319851816,29.348798851060522,69.06912638933409,2,18.657933792063847,DDoS,Low,None,None,67.08797379704549,22.565362604092,Up-to-date,Normal,1.9583333333333333,12.886956998397444
2018-11-08 07:00:00,192.168.1.1,4.4.4.4,20673,8080,UDP,63,757,9.133004328003366,5.422259111357177,19,19,45.24571429264671,45.79629445409537,5.666995552232356,5.048286084464722,23.40587557220681,105.3912016538856,0,33.71212649432906,None,Low,None,None,28.0338475562887,37.62153447892775,Up-to-date,Normal,0.6031746031746031,24.261320344925643
2018-11-08 08:00:00,10.0.0.1,8.8.8.8,53808,80,TCP,11,473,9.868501504136523,2.7899920940545813,31,17,52.55212956725035,36.55388594569551,31.989367910228804,0.03075145091798259,32.72919582900341,128.95736157238179,0,19.894247869019,Brute Force,Low,None,None,25.921013011621284,17.67932529650664,Up-to-date,Normal,4.363636363636363,14.737457290326395
2018-11-08 09:00:00,192.168.1.1,1.1.1.1,19235,80,TCP,146,499,8.646439747812277,3.1935265297407076,17,9,43.926818934145764,49.33738164477547,5.265772975048996,18.03243765375358,34.723101177737384,94.9719766925055,2,15.319374806164976,DDoS,Low,None,None,51.490977298782944,2.5878502982800273,Up-to-date,Normal,0.1780821917808219,15.595373434972824
2018-11-08 10:00:00,192.168.1.1,8.8.8.8,51156,8080,TCP,136,543,6.443626179195236,2.5164481714900613,25,12,50.59122268012839,38.280504204421504,19.33799641708784,2.0526863818566645,34.511032711852394,84.67575360851627,1,70.76355777606307,None,Medium,None,None,5.085988473524294,1.164793556409007,Up-to-date,Attack,0.27205882352941174,113.71943694664732
2018-11-08 11:00:00,192.168.1.1,4.4.4.4,25630,80,TCP,184,490,14.36150663612472,2.9157303657175286,31,15,56.47884896825716,32.64242351403772,5.780429727895697,29.357364361161554,31.919881680419824,89.69190077432718,1,11.56195986812628,None,Medium,None,None,11.195718725268048,60.34382539222277,Outdated,Normal,0.25,17.384414686801346
2018-11-08 12:00:00,192.168.1.1,8.8.8.8,64627,80,UDP,89,444,3.5041411406836622,2.1567135381445564,22,12,36.88811065900967,51.608582574529464,14.638921474207244,1.2108937303471063,40.99807434364561,74.35581567549083,0,25.836525476394854,None,Low,None,None,39.49600248654104,10.600558492339719,Up-to-date,Attack,0.38202247191011235,15.632130731802134
2018-11-08 13:00:00,192.168.1.1,8.8.8.8,41488,8080,TCP,213,448,10.322002123805309,1.6509107106957157,17,13,48.56826748821226,26.04078058682714,7.6455705598230335,10.347866026815856,38.52915412982961,104.40935220205185,1,39.94525250249037,None,Medium,None,None,6.366036383872576,29.68788531022179,Up-to-date,Normal,0.14084507042253522,63.32763806324769
2018-11-08 14:00:00,10.0.0.1,8.8.8.8,16305,22,UDP,43,554,4.215365862082677,2.3273053378272874,22,16,57.554984841323034,36.59362597368344,5.6314565913301315,3.9705899973753813,24.376431677222,85.01320461137446,0,16.49058723381006,None,Low,None,None,14.697551864742053,10.500000891401436,Outdated,Normal,0.8837209302325582,14.066874622320295
